gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2844345734	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/168494799	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Puch bei Hallein		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.73773	13.088925	25.0						2019-03-11T00:00:00	11	3	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.168494799				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:16.019Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844331792	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/168173160	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Untersberg Vorland		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.743813	12.938676	25.0						2019-03-01T00:00:00	1	3	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.168173160				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:10.347Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844297646	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/172113222	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Puch bei Hallein		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.712357	13.108606	25.0						2019-05-11T00:00:00	11	5	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.172113222				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:21.329Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844285195	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/170004709	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Bluntautal		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.581094	13.148438	10.0						2019-04-10T00:00:00	10	4	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.170004709				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:20.028Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844282749	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/172113227	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Puch bei Hallein		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.712944	13.107216	25.0						2019-05-11T00:00:00	11	5	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.172113227				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:23.159Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844267066	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/187495828	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Oberalm		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.711604	13.108549	100.0						2020-03-28T00:00:00	28	3	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.187495828				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:54.658Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844260562	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/185777394	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Kapuzinerberg		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.801846	13.051432	25.0						2020-02-23T00:00:00	23	2	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.185777394				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:48.492Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844222637	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/172111752	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Königseeache		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.731297	13.080852	25.0						2019-05-12T00:00:00	12	5	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.172111752				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:04.384Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844203809	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/168464427	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Elsbethen		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.772106	13.093563	25.0						2019-03-10T00:00:00	10	3	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.168464427				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:20.602Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844126966	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/171219073	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Obertrum am See		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.934738	13.066444	25.0						2019-04-28T00:00:00	28	4	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.171219073				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:13.525Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844124883	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/168462109	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Elsbethen		PRESENT	2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.777851	13.095078	25.0						2019-03-10T00:00:00	10	3	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.168462109				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:51.067Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844117694	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/168464725	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Elsbethen		PRESENT	5	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.772026	13.093217	25.0						2019-03-10T00:00:00	10	3	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.168464725				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:13.487Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2844000851	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/168461060	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Elsbethen		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.778145	13.094112	25.0						2019-03-10T00:00:00	10	3	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.168461060				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:27.272Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843975957	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/168465574	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Elsbethen		PRESENT	8	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.771561	13.092226	25.0						2019-03-10T00:00:00	10	3	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.168465574				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:10.668Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843906339	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/186515089	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Koppl		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.817082	13.09346	25.0						2020-03-10T00:00:00	10	3	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.186515089				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:53.025Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843830642	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/189714237	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Gaisberg		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.771979	13.094861	25.0						2020-04-17T00:00:00	17	4	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.189714237				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:44.957Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843797592	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/184827874	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Kapuzinerberg		PRESENT	3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.801739	13.051573	25.0						2020-01-26T00:00:00	26	1	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.184827874				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:29.074Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843571487	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/189186759	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Kapuzinerberg		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.802981	13.050318	5.0						2020-04-19T00:00:00	19	4	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.189186759				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:50.225Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843556407	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/189982711	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Lofer		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.604156	12.683342	25.0						2020-04-28T00:00:00	28	4	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.189982711				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:26.957Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843513463	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/181945186	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Kapuzinerberg		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.803085	13.051451	16.0						2019-10-02T00:00:00	2	10	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.181945186				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:29.118Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843499523	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/169263284	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Puch bei Hallein		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.715404	13.102926	25.0						2019-03-30T00:00:00	30	3	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.169263284				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:13.932Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843422345	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/180519726	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Obertrum am See		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.934753	13.066567	25.0						2019-10-06T00:00:00	6	10	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.180519726				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:26.502Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843362251	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/187939283	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Elsbethen		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.75964	13.137717	25.0						2020-04-05T00:00:00	5	4	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.187939283				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:54.670Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843247227	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/180167285	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Kapuzinerberg		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.802334	13.053567	25.0						2019-09-27T00:00:00	27	9	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.180167285				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:28.798Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843220848	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/187460328	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Gaisberg		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.768268	13.100332	25.0						2020-03-29T00:00:00	29	3	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.187460328				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:45.439Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843198344	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/186776731	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Obertrum am See		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.933319	13.067431	25.0						2020-03-17T00:00:00	17	3	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.186776731				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:11.098Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843180466	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/179159329	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Puch bei Hallein		PRESENT	2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.714214	13.105906	25.0						2019-09-07T00:00:00	7	9	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.179159329				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:06.144Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843163428	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/183229704	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Koppl		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.828453	13.115478	25.0						2019-10-06T00:00:00	6	10	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.183229704				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:09.677Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843123000	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/180677805	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Sankt Koloman		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.66383	13.16483	25.0						2019-10-10T00:00:00	10	10	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.180677805				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:25.636Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843042347	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/185777395	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Kapuzinerberg		PRESENT	3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.801662	13.051637	25.0						2020-02-23T00:00:00	23	2	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.185777395				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:56.096Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2843001679	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/187495194	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Puch bei Hallein		PRESENT	6	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.715189	13.101858	10.0						2020-03-28T00:00:00	28	3	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.187495194				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:31.461Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2842987562	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/185777390	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Kapuzinerberg		PRESENT	4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.80233	13.050959	25.0						2020-02-23T00:00:00	23	2	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.185777390				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:46.838Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2842919677	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/172113218	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Puch bei Hallein		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.715206	13.101995	25.0						2019-05-11T00:00:00	11	5	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.172113218				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:22.755Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2842837744	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/185045800	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg (Stadt)		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.782448	13.092422	25.0						2020-02-02T00:00:00	2	2	2020	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.185045800				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:19.155Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2842740345	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/183412297	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Salzburg - Kapuzinerberg		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.80162	13.051587	25.0						2019-12-25T00:00:00	25	12	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.183412297				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:05:53.195Z		COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
2842717730	8a863029-f435-446a-821e-275f4f641165	https://observation.org/observation/182325893	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	Salamandra salamandra		SPECIES	Salamandra salamandra (Linnaeus, 1758)	Salamandra salamandra		AT	Austria - Strobl		PRESENT	1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	47.699087	13.536594	10.0						2019-11-16T00:00:00	16	11	2019	2431776	2431776	HUMAN_OBSERVATION		Observations	OBS.182325893				CC_BY_NC_4_0	Stichting Natuurinformatie				2021-03-09T19:06:30.032Z	StillImage	COORDINATE_ROUNDED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
