Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
23604559,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1501115065""","=""9781501115066""",0,4.05,Atria Books,Hardcover,372,2015,2013,,2021/01/09,to-read,to-read (#358),to-read,,,,0,,,0,,,,,
7314324,Mansfield Park,Jane Austen,"Austen, Jane",,"=""""","=""""",0,3.86,Penguin Books,Paperback,479,1994,1814,,2020/09/30,did-not-finish,did-not-finish (#3),did-not-finish,,,,0,,,0,,,,,
46114,The Waves,Virginia Woolf,"Woolf, Virginia",,"=""0156949601""","=""9780156949606""",0,4.15,Harvest Books,Paperback,297,1978,1931,,2020/08/15,did-not-finish,did-not-finish (#1),did-not-finish,,,,0,,,0,,,,,
472343,Duma Key,Stephen King,"King, Stephen",,"=""1416552510""","=""9781416552512""",0,3.94,Scribner Book Company,Hardcover,611,2008,2008,,2012/02/10,did-not-finish,did-not-finish (#2),did-not-finish,,,,0,,,0,,,,,
36804342,Nun red doch endlich,Mirjam Pressler,"Pressler, Mirjam",,"=""3407805829""","=""9783407805829""",4,4.00,Beltz,Hardcover,,1992,1981,2021/01/08,2020/12/26,,,read,"Stumbled upon this book in the book box of my village. I was looking for an easy read as to be the first book I would read in German. For my level (A2->B1) this was perfect. Challenging enough that I would need to go to the dictionary regularly, but just at the right grammatical level I needed. The story itself is simple, daily life, relatable and touching as it deeps into single-parenthood, teenage struggles and mental health. Extremely relevant today as it describes ways through teenage emotions and conflicts that can follow up to adulthood. Overall it gives the message that everyone needs help sometimes navigating feelings and it is okay to seek for professional help too! I wish my writing confidence would let me write this review in German! ",,,1,,,0,,,,,
738448,Small World,Martin Suter,"Suter, Martin",,"=""3257230885""","=""9783257230888""",0,4.05,Diogenes,Paperback,325,1999,1997,,2021/01/03,to-read,to-read (#352),to-read,,,,0,,,0,,,,,
52879286,Humankind: A Hopeful History,Rutger Bregman,"Bregman, Rutger","Elizabeth Manton, Erica Moore","=""0316418536""","=""9780316418539""",0,4.32,"Little, Brown and Company",Hardcover,462,2020,2019,,2021/01/03,to-read,to-read (#351),to-read,,,,0,,,0,,,,,
49333926,One Two Three Four: The Beatles in Time,Craig Brown,"Brown, Craig",,"=""""","=""""",0,4.22,Fourth Estate,Hardcover,642,2020,2020,,2021/01/03,to-read,to-read (#350),to-read,,,,0,,,0,,,,,
35793015,When Paul Met Artie: The Story of Simon & Garfunkel,G. Neri,"Neri, G.",David  Litchfield,"=""0763681741""","=""9780763681746""",0,4.32,Candlewick Press,Hardcover,48,2018,,,2021/01/03,to-read,to-read (#349),to-read,,,,0,,,0,,,,,
21413662,What If? Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.13,Houghton Mifflin Harcourt,Hardcover,303,2014,2014,,2021/01/01,to-read,to-read (#348),to-read,,,,0,,,0,,,,,
6829192,ggplot2: Elegant Graphics for Data Analysis,Hadley Wickham,"Wickham, Hadley",,"=""0387981403""","=""9780387981406""",0,4.33,Springer,Paperback,212,2009,2009,,2020/12/30,to-read,to-read (#347),to-read,,,,0,,,0,,,,,
452220,Die Physiker,Friedrich Dürrenmatt,"Dürrenmatt, Friedrich",,"=""""","=""""",0,4.04,Diogenes,Paperback,95,2001,1962,,2020/12/26,to-read,to-read (#346),to-read,,,,0,,,0,,,,,
16122118,Der Trafikant,Robert Seethaler,"Seethaler, Robert",,"=""303695645X""","=""9783036956459""",0,3.90,Kein & Aber,Hardcover,256,2012,2012,,2020/12/26,to-read,to-read (#345),to-read,,,,0,,,0,,,,,
22550484,Ein ganzes Leben,Robert Seethaler,"Seethaler, Robert",,"=""3446246452""","=""9783446246454""",0,3.96,Hanser Berlin,Hardcover,155,2014,2014,,2020/12/26,to-read,to-read (#344),to-read,,,,0,,,0,,,,,
935308,"Faceless Killers (Kurt Wallander, #1)",Henning Mankell,"Mankell, Henning",Steven T. Murray,"=""1400031575""","=""9781400031573""",0,3.77,Vintage Crime/Black Lizard,Paperback,280,2003,1991,,2020/12/26,to-read,to-read (#343),to-read,,,,0,,,0,,,,,
15816070,As intermitências da morte,José Saramago,"Saramago, José",,"=""""","=""""",4,3.98,CAMINHO,,215,,2005,2018/03/09,2018/02/10,,,read,,,,1,,,0,,,,,
26805285,Ta deuxième vie commence quand tu comprends que tu n'en as qu'une,Raphaëlle Giordano,"Giordano, Raphaëlle",,"=""""","=""""",3,3.56,Eyrolles,Kindle Edition,224,2015,2015,2020/12/24,2020/12/06,,,read,,,,1,,,0,,,,,
920201,Letters to a Young Feminist,Phyllis Chesler,"Chesler, Phyllis",,"=""1568580932""","=""9781568580937""",0,3.98,Seal Press,Hardcover,165,1997,1997,,2020/12/12,to-read,to-read (#342),to-read,,,,0,,,0,,,,,
17378026,An American Bride in Kabul,Phyllis Chesler,"Chesler, Phyllis",,"=""0230342213""","=""9780230342217""",0,3.29,St. Martin's Press,Hardcover,256,2013,2013,,2020/12/12,to-read,to-read (#341),to-read,,,,0,,,0,,,,,
29088648,A Cidade e as Serras,Eça de Queirós,"Queirós, Eça de",,"=""""","=""9789897021763""",0,3.75,Guerra & Paz,Paperback,264,2016,1901,,2018/01/10,to-read,to-read (#340),to-read,,,,0,,,0,,,,,
2104354,Las venas abiertas de América Latina,Eduardo Galeano,"Galeano, Eduardo",,"=""8432311456""","=""9788432311451""",4,4.28,Siglo Xxi De Espana Editores S.A.,Pasta blanda,379,1971,1971,2020/12/05,2018/09/15,,,read,,,,1,,,0,,,,,
586852,The Wall,Marlen Haushofer,"Haushofer, Marlen",Shaun Whiteside,"=""1573440949""","=""9781573440943""",0,4.03,Cleis Press,Paperback,240,1999,1963,,2020/11/28,to-read,to-read (#339),to-read,,,,0,,,0,,,,,
252847,Gretchen Sackmeier³ - Sonderausgabe aller drei Gretchen-Bände,Christine Nöstlinger,"Nöstlinger, Christine",,"=""3789143162""","=""9783789143168""",0,4.35,Oetinger Verlag,Hardcover,492,2001,2001,,2020/11/28,to-read,to-read (#338),to-read,,,,0,,,0,,,,,
527756,The Man Without Qualities,Robert Musil,"Musil, Robert","Burton Pike, Sophie Wilkins","=""0330349422""","=""9780330349420""",0,4.23,Alfred A. Knopf,Hardcover,1774,1995,1930,,2020/11/28,to-read,to-read (#337),to-read,,,,0,,,0,,,,,
1131918,Gretchen Sackmeier: Eine Familiengeschichte,Christine Nöstlinger,"Nöstlinger, Christine",,"=""3789120669""","=""9783789120664""",0,4.03,Oetinger,Hardcover,173,1981,1981,,2020/11/28,to-read,to-read (#336),to-read,,,,0,,,0,,,,,
252849,"Maikäfer, flieg!",Christine Nöstlinger,"Nöstlinger, Christine",,"=""3407784759""","=""9783407784759""",0,3.93,Beltz,Paperback,224,2001,1973,,2020/11/28,to-read,to-read (#335),to-read,,,,0,,,0,,,,,
1632242,"Rosa Riedl, Schutzgespenst",Christine Nöstlinger,"Nöstlinger, Christine",,"=""3851911385""","=""9783851911381""",0,4.13,Dachs-Verlag,Hardcover,,1979,1979,,2020/11/28,to-read,to-read (#334),to-read,,,,0,,,0,,,,,
18806935,Café in Berlin,André Klein,"Klein, André",,"=""""","=""""",0,4.22,learnoutlive.com,Kindle Edition,98,,2013,,2020/11/28,to-read,to-read (#333),to-read,,,,0,,,0,,,,,
68811,Momo,Michael Ende,"Ende, Michael",,"=""3522168577""","=""9783522168571""",0,4.33,Thienemann,Paperback,304,1999,1973,,2020/11/28,to-read,to-read (#332),to-read,,,,0,,,0,,,,,
27712,The Neverending Story,Michael Ende,"Ende, Michael","Ralph Manheim, Roswitha Quadflieg","=""0525457585""","=""9780525457589""",0,4.16,Dutton Children's Books,Hardcover,396,1997,1979,,2020/11/28,to-read,to-read (#331),to-read,,,,0,,,0,,,,,
52764801,The Thirty Names of Night,Zeyn Joukhadar,"Joukhadar, Zeyn",,"=""1982121491""","=""9781982121495""",0,4.00,Atria Books,Hardcover,304,2020,2020,,2020/11/17,to-read,to-read (#330),to-read,,,,0,,,0,,,,,
51475366,Eartheater,Dolores Reyes,"Reyes, Dolores",Julia Sanches,"=""0062987739""","=""9780062987730""",0,3.72,HarperVia,Hardcover,224,2020,2019,,2020/11/17,to-read,to-read (#329),to-read,,,,0,,,0,,,,,
52762903,The Book of Lost Names,Kristin Harmel,"Harmel, Kristin",,"=""1982131896""","=""9781982131890""",0,4.36,Gallery Books,Hardcover,400,2020,2020,,2020/11/12,to-read,to-read (#328),to-read,,,,0,,,0,,,,,
45897568,A Long Petal of the Sea,Isabel Allende,"Allende, Isabel","Nick Caistor, Amanda Hopkinson","=""198482015X""","=""9781984820150""",0,4.07,Ballantine Books,Hardcover,318,2020,2019,,2020/11/12,to-read,to-read (#327),to-read,,,,0,,,0,,,,,
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",0,4.19,Viking,Hardcover,288,2020,2020,,2020/11/12,to-read,to-read (#326),to-read,,,,0,,,0,,,,,
50214741,The Girl with the Louding Voice,Abi Daré,"Daré, Abi",,"=""1524746029""","=""9781524746025""",0,4.48,Dutton Books,Hardcover,371,2020,2020,,2020/11/12,to-read,to-read (#325),to-read,,,,0,,,0,,,,,
52220686,"Stamped: Racism, Antiracism, and You",Jason  Reynolds,"Reynolds, Jason",Ibram X. Kendi,"=""0316453692""","=""9780316453691""",0,4.48,"Little, Brown Books for Young Readers",Hardcover,294,2020,2020,,2020/11/12,to-read,to-read (#324),to-read,,,,0,,,0,,,,,
51794301,Beyond the Gender Binary,Alok Vaid-Menon,"Vaid-Menon, Alok",Ashley Lukashevsky,"=""0593094654""","=""9780593094655""",0,4.55,Penguin Workshop,Paperback,64,2020,2020,,2020/11/12,to-read,to-read (#323),to-read,,,,0,,,0,,,,,
48717403,Notes on a Silencing,Lacy Crawford,"Crawford, Lacy",,"=""0316491551""","=""9780316491556""",0,4.26,"Little, Brown and Company",Hardcover,400,2020,2020,,2020/11/12,to-read,to-read (#322),to-read,,,,0,,,0,,,,,
52366322,Conditional Citizens: On Belonging in America,Laila Lalami,"Lalami, Laila",,"=""1524747165""","=""9781524747169""",0,4.32,Pantheon Books,Hardcover,208,2020,2020,,2020/11/12,to-read,to-read (#321),to-read,,,,0,,,0,,,,,
45754985,Begin Again: James Baldwin's America and Its Urgent Lessons for Our Own,Eddie S. Glaude Jr.,"Jr., Eddie S. Glaude",,"=""0525575324""","=""9780525575320""",0,4.45,Crown Publishing Group (NY),Hardcover,272,2020,2020,,2020/11/12,to-read,to-read (#320),to-read,,,,0,,,0,,,,,
51934207,Wandering in Strange Lands: A Daughter of the Great Migration Reclaims Her Roots,Morgan Jerkins,"Jerkins, Morgan",,"=""0062873040""","=""9780062873040""",0,4.04,Harper,Hardcover,304,2020,2020,,2020/11/12,to-read,to-read (#319),to-read,,,,0,,,0,,,,,
48590165,Countdown 1945: The Extraordinary Story of the 116 Days that Changed the World,Chris Wallace,"Wallace, Chris",Mitch Weiss,"=""1982143347""","=""9781982143343""",0,4.19,Avid Reader Press / Simon  Schuster,Hardcover,320,2020,2020,,2020/11/12,to-read,to-read (#318),to-read,,,,0,,,0,,,,,
45046690,"The Address Book: What Street Addresses Reveal About Identity, Race, Wealth, and Power",Deirdre Mask,"Mask, Deirdre",,"=""1250134765""","=""9781250134769""",0,4.12,St. Martin's Press,Hardcover,336,2020,2020,,2020/11/12,to-read,to-read (#317),to-read,,,,0,,,0,,,,,
334227,Vidas Secas,Graciliano Ramos,"Ramos, Graciliano",,"=""9500513749""","=""9789500513746""",0,4.17,Record,Paperback,176,2003,1938,,2020/11/10,to-read,to-read (#316),to-read,,,,0,,,0,,,,,
36906100,The Women's Atlas,Joni Seager,"Seager, Joni",,"=""0143132342""","=""9780143132349""",0,4.34,Penguin Books,Paperback,128,2018,2018,,2020/11/04,to-read,to-read (#315),to-read,,,,0,,,0,,,,,
44909230,999: The Extraordinary Young Women of the First Official Jewish Transport to Auschwitz,Heather Dune Macadam,"Macadam, Heather Dune",Caroline Moorehead,"=""0806539364""","=""9780806539362""",0,4.53,Citadel Press,Hardcover,417,2019,2019,,2020/10/29,to-read,to-read (#314),to-read,,,,0,,,0,,,,,
44280883,All Boys Aren't Blue,George M. Johnson,"Johnson, George M.",,"=""0374312710""","=""9780374312718""",0,4.32,"Farrar, Straus and Giroux (Byr)",Hardcover,320,2020,2020,,2020/10/29,to-read,to-read (#313),to-read,,,,0,,,0,,,,,
49614207,Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,"Kendall, Mikki",,"=""0525560548""","=""9780525560548""",0,4.44,Viking,Hardcover,267,2020,2020,,2020/10/29,to-read,to-read (#312),to-read,,,,0,,,0,,,,,
13409834,"La Comunidad del Anillo (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",Luis Domènech,"=""""","=""""",5,4.37,Minotauro,Paperback,548,2002,1954,2020/10/22,2020/06/13,,,read,,,,1,,,0,,,,,
23649552,Labelled: Inside the Stigmatised World of Mental Illness,Frederickson Alex,"Alex, Frederickson","Alex Frederickson, David Michael Lyndon Thomas","=""095733284X""","=""9780957332843""",0,5.00,Plantapress,Paperback,350,2014,2014,,2020/10/11,to-read,to-read (#311),to-read,,,,0,,,0,,,,,
77699,Dinner at the Homesick Restaurant,Anne Tyler,"Tyler, Anne",,"=""0449911594""","=""9780449911594""",3,3.81,Ballantine Books,Paperback,303,1996,1982,2020/09/18,2020/08/21,,,read,,,,1,,,0,,,,,
10806034,Van Santander naar Santander: brieven uit het peloton,Peter Winnen,"Winnen, Peter",,"=""9060057961""","=""9789060057964""",0,3.82,De Bezige Bij,Paperback,238,2009,2000,,2020/09/11,to-read,to-read (#310),to-read,,,,0,,,0,,,,,
657466,The Rider,Tim Krabbé,"Krabbé, Tim",Sam Garrett,"=""1582342903""","=""9781582342900""",0,4.24,Bloomsbury USA,Paperback,152,2003,1978,,2020/09/11,to-read,to-read (#309),to-read,,,,0,,,0,,,,,
17567272,La ridícula idea de no volver a verte,Rosa Montero,"Montero, Rosa",,"=""8432215481""","=""9788432215483""",0,4.08,Seix Barral,Paperback,240,2013,2013,,2020/09/07,to-read,to-read (#308),to-read,,,,0,,,0,,,,,
69775,Los pazos de Ulloa,Emilia Pardo Bazán,"Bazán, Emilia Pardo",Mª de los Ángeles Ayala,"=""8437615372""","=""9788437615370""",0,3.74,Cátedra,Paperback,405,1997,1886,,2020/09/06,to-read,to-read (#307),to-read,,,,0,,,0,,,,,
24100,The Golden Notebook,Doris Lessing,"Lessing, Doris",,"=""006093140X""","=""9780060931407""",0,3.76,Harper Perennial Modern Classics,Paperback,640,1999,1962,,2020/09/06,to-read,to-read (#306),to-read,,,,0,,,0,,,,,
762390,The Hour of the Star,Clarice Lispector,"Lispector, Clarice",Giovanni Pontiero,"=""0811211908""","=""9780811211901""",0,4.03,New Directions,Paperback,96,1992,1977,,2020/09/06,to-read,to-read (#305),to-read,,,,0,,,0,,,,,
62779,Nada,Carmen Laforet,"Laforet, Carmen",Edith Grossman,"=""1843433028""","=""9781843433026""",0,3.87,Harvill Secker,Hardcover,244,2007,1944,,2020/09/06,to-read,to-read (#304),to-read,,,,0,,,0,,,,,
2866,Girl With a Pearl Earring,Tracy Chevalier,"Chevalier, Tracy",,"=""0006513204""","=""9780006513209""",4,3.90,HarperCollins,Paperback,248,2000,1999,2020/09/02,2020/08/21,,,read,,,,1,,,0,,,,,
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.12,Anchor Books,Paperback,314,1998,1985,,2020/08/30,to-read,to-read (#303),to-read,,,,0,,,0,,,,,
19229668,OpenStreetMap,Jonathan   Bennett,"Bennett, Jonathan",,"=""""","=""""",4,3.55,Packt Publishing,Kindle Edition,252,2010,2010,2019/02/11,2019/02/11,,,read,,,,1,,,0,,,,,
13482360,About Falling in Love,Yaritza Garcia,"Garcia, Yaritza",,"=""""","=""""",3,3.13,,ebook,4,2013,2012,,2018/09/18,,,read,,,,1,,,0,,,,,
10244363,The Man with a Thousand Names,A.E. van Vogt,"Vogt, A.E. van",,"=""0879972025""","=""9780879972028""",1,3.28,DAW Books,Paperback,159,1980,1974,2016/08/02,2016/09/18,,,read,,,,1,,,0,,,,,
13601278,Une femme singulière,Jules Romains,"Romains, Jules",,"=""""","=""""",1,2.33,Le Livre de Poche,Mass Market Paperback,254,1970,,,2012/05/31,,,read,,,,1,,,0,,,,,
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.","Banesh Hoffmann, Masolino D'Amico, Giorgio Manganelli","=""048627263X""","=""9780486272634""",3,3.81,"Dover Publications, Inc.",Paperback,96,1992,1884,2016/12/07,2012/02/26,,,read,,,,1,,,0,,,,,
20896098,Lágrimas de ángeles: Una historia de los niños de la calle,Edna Iturralde,"Iturralde, Edna",,"=""""","=""""",5,3.88,,Paperback,128,,,,2018/10/06,,,read,,,,1,,,0,,,,,
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft","Percy Bysshe Shelley, Maurice Hindle","=""0141439475""","=""9780141439471""",4,3.82,Penguin,Paperback,273,2003,1818,2016/11/26,2015/01/18,,,read,,,,1,,,0,,,,,
136096,"If Not Now, When?",Primo Levi,"Levi, Primo",William Weaver,"=""014118390X""","=""9780141183909""",0,4.24,Penguin Classics,Paperback,331,2000,1982,,2020/08/30,to-read,to-read (#302),to-read,,,,0,,,0,,,,,
54770,One River,Wade Davis,"Davis, Wade",,"=""0684834960""","=""9780684834962""",0,4.45,Simon  Schuster,Paperback,544,1997,1996,,2020/08/28,to-read,to-read (#301),to-read,,,,0,,,0,,,,,
54540052,The Boy in the Striped Pyjamas,John Boyne,"Boyne, John",,"=""""","=""""",4,4.15,"Definitions, Random House Children's Books",Paperback,216,2020,2006,2020/08/25,2020/08/21,,,read,,,,1,,,0,,,,,
16159746,Memories of Evil,Peter Kubicek,"Kubicek, Peter",,"=""1480163201""","=""9781480163201""",0,4.53,CreateSpace,Paperback,110,2012,2012,,2020/08/25,to-read,to-read (#300),to-read,,,,0,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",0,3.93,Harper,ebook,224,2016,2016,,2020/08/21,to-read,to-read (#299),to-read,,,,0,,,0,,,,,
13547241,Unorthodox: The Scandalous Rejection of My Hasidic Roots,Deborah Feldman,"Feldman, Deborah",Katalin Getto,"=""1439187010""","=""9781439187012""",0,3.95,Simon  Schuster,Paperback,272,2012,2012,,2020/08/20,to-read,to-read (#298),to-read,,,,0,,,0,,,,,
45026242,Un apartamento en Urano,Paul B. Preciado,"Preciado, Paul B.",Virginie Despentes,"=""""","=""9788433998767""",0,4.22,Anagrama,Paperback,320,2019,2019,,2020/08/20,to-read,to-read (#297),to-read,,,,0,,,0,,,,,
19074568,Ámame tú,Virginia Camacho,"Camacho, Virginia",,"=""""","=""""",0,4.46,,Kindle Edition,353,2013,2013,,2020/08/20,to-read,to-read (#296),to-read,,,,0,,,0,,,,,
40245130,Lost Children Archive,Valeria Luiselli,"Luiselli, Valeria",,"=""0525520619""","=""9780525520610""",0,3.85,Knopf Publishing Group,Hardcover,385,2019,2019,,2020/08/20,to-read,to-read (#295),to-read,,,,0,,,0,,,,,
34847511,Temporada de huracanes,Fernanda Melchor,"Melchor, Fernanda",,"=""6073152736""","=""9786073152730""",0,4.15,Penguin Random House Grupo Editorial,Paperback,224,2017,2017,,2020/08/20,to-read,to-read (#294),to-read,,,,0,,,0,,,,,
53031096,Entre los rotos,Alaíde Ventura,"Ventura, Alaíde",,"=""6073185952""","=""9786073185950""",0,4.39,Literatura Random House,Paperback,176,2019,,,2020/08/20,to-read,to-read (#293),to-read,,,,0,,,0,,,,,
37927226,Casas vacías,Brenda Navarro,"Navarro, Brenda",,"=""""","=""""",0,4.29,Kaja Negra,ebook,209,2018,2018,,2020/08/20,to-read,to-read (#292),to-read,,,,0,,,0,,,,,
42093214,La fosa de agua: Desapariciones y feminicidios en el río de los Remedios,Lydiette Carrión,"Carrión, Lydiette",,"=""6073170025""","=""9786073170024""",0,4.72,Debate,Paperback,240,2018,,,2020/08/20,to-read,to-read (#291),to-read,,,,0,,,0,,,,,
644009,Arráncame la vida,Ángeles Mastretta,"Mastretta, Ángeles",,"=""8432216399""","=""9788432216398""",0,4.04,Planeta Deagostini,Paperback,238,2006,1985,,2020/08/20,to-read,to-read (#290),to-read,,,,0,,,0,,,,,
40757475,Pajaros En La Boca y Otros Cuentos,Samanta Schweblin,"Schweblin, Samanta",,"=""6078486667""","=""9786078486663""",0,3.77,Almadia,Paperback,232,2018,2009,,2020/08/20,to-read,to-read (#289),to-read,,,,0,,,0,,,,,
8450539,Esclavas del poder: Un viaje al corazon de la trata sexual de mujeres y ninas en el mundo,Lydia Cacho,"Cacho, Lydia",,"=""8483068575""","=""9788483068571""",0,4.27,Debate,Hardcover,317,2010,2010,,2020/08/20,to-read,to-read (#288),to-read,,,,0,,,0,,,,,
2099048,King Kong théorie,Virginie Despentes,"Despentes, Virginie",,"=""2253122114""","=""9782253122111""",0,4.01,Livre de Poche,Paperback,155,2007,2006,,2020/08/20,to-read,to-read (#287),to-read,,,,0,,,0,,,,,
30375706,Things We Lost in the Fire,Mariana Enríquez,"Enríquez, Mariana",Megan McDowell,"=""045149511X""","=""9780451495112""",0,4.07,Hogarth Press,Hardcover,208,2017,2016,,2020/08/20,to-read,to-read (#286),to-read,,,,0,,,0,,,,,
151629,La Femme rompue,Simone de Beauvoir,"Beauvoir, Simone de",,"=""2070369609""","=""9782070369607""",0,4.04,Folio,Mass Market Paperback,252,1972,1967,,2020/08/20,to-read,to-read (#285),to-read,,,,0,,,0,,,,,
22929586,A Manual for Cleaning Women: Selected Stories,Lucia Berlin,"Berlin, Lucia","Stephen Emerson, Lydia Davis","=""0374202397""","=""9780374202392""",0,4.20,"Farrar, Straus and Giroux",Hardcover,406,2015,2015,,2020/08/20,to-read,to-read (#284),to-read,,,,0,,,0,,,,,
177333,Fierce Attachments: A Memoir,Vivian Gornick,"Gornick, Vivian",Jonathan Lethem,"=""0374529965""","=""9780374529963""",0,4.02,"Farrar, Straus and Giroux",Paperback,224,2005,1987,,2020/08/20,to-read,to-read (#283),to-read,,,,0,,,0,,,,,
3395616,La Llorona,Marcela Serrano,"Serrano, Marcela",,"=""0061700657""","=""9780061700651""",0,3.47,Rayo,Paperback,169,2008,2007,,2020/08/20,to-read,to-read (#282),to-read,,,,0,,,0,,,,,
1181998,Antigua vida mía,Marcela Serrano,"Serrano, Marcela",,"=""0679765484""","=""9780679765486""",0,4.01,Vintage Books USA,Paperback,373,1995,1995,,2020/08/20,to-read,to-read (#281),to-read,,,,0,,,0,,,,,
1181999,Nosotras que nos queremos tanto,Marcela Serrano,"Serrano, Marcela",,"=""9681903692""","=""9789681903695""",0,3.85,Alfaguara,Paperback,358,1996,1991,,2020/08/20,to-read,to-read (#280),to-read,,,,0,,,0,,,,,
48566064,INSOLITAS. NARRADORAS DE LO FANTASTICO EN LATINOAMERICA Y ESPAÑA,Teresa López-Pellisa,"López-Pellisa, Teresa",Ricard Ruiz Garzón,"=""6076350210""","=""9786076350218""",0,4.33,Sotano,Paperback,,,,,2020/08/20,to-read,to-read (#279),to-read,,,,0,,,0,,,,,
42121525,Migrations,Charlotte McConaghy,"McConaghy, Charlotte",,"=""125020402X""","=""9781250204028""",0,4.21,Flatiron Books,Hardcover,256,2020,2020,,2020/08/18,to-read,to-read (#278),to-read,,,,0,,,0,,,,,
51957979,Ahora que cae la niebla,Oscar Vela,"Vela, Oscar",,"=""""","=""9789585496651""",0,4.28,Alfaguara,Paperback,256,2019,2019,,2020/08/17,to-read,to-read (#277),to-read,,,,0,,,0,,,,,
32184598,El Principito y el zorro de los Andes,Daniel Yépez Brito,"Brito, Daniel Yépez",,"=""""","=""9789978875155""",0,4.26,Editorial El Conejo,Paperback,126,2016,,,2020/08/17,to-read,to-read (#276),to-read,,,,0,,,0,,,,,
40739822,Siberia,Daniela Alcívar Bellolio,"Bellolio, Daniela Alcívar",,"=""""","=""9789942764102""",0,4.04,Campaña de Lectura Eugenio Espejo,Paperback,156,2018,2018,,2020/08/17,to-read,to-read (#275),to-read,,,,0,,,0,,,,,
30340103,El jardinero de los Rolling Stones,Luis Alberto Bravo,"Bravo, Luis Alberto",,"=""""","=""9789942859709""",0,4.47,,Paperback,405,2016,2016,,2020/08/17,to-read,to-read (#274),to-read,,,,0,,,0,,,,,
9768291,Cuentos para hacer dormir a una niña punk,Luis Alberto Bravo,"Bravo, Luis Alberto",,"=""""","=""9786079046002""",0,4.32,,,,,,,2020/08/17,to-read,to-read (#273),to-read,,,,0,,,0,,,,,
27589748,El árbol del bien y del mal,Medardo Ángel Silva,"Silva, Medardo Ángel",,"=""1503042332""","=""9781503042339""",0,4.42,Casa de la Cultura Ecuatoriana,Paperback,128,1996,1917,,2020/08/17,to-read,to-read (#272),to-read,,,,0,,,0,,,,,
6174830,Polvo y ceniza,Eliécer Cárdenas,"Cárdenas, Eliécer",,"=""9978809503""","=""9789978809501""",0,4.09,Libresa,Paperback,305,2010,1978,,2020/08/17,to-read,to-read (#271),to-read,,,,0,,,0,,,,,
12522824,Dos Relatos,Arturo Montesinos Malo,"Malo, Arturo Montesinos",,"=""""","=""9789978365083""",0,3.27,El Tucán,Paperback,204,2008,2008,,2020/08/17,to-read,to-read (#270),to-read,,,,0,,,0,,,,,
17802352,Bikenomics: How Bicycling Can Save The Economy,Elly Blue,"Blue, Elly",,"=""1621060039""","=""9781621060031""",0,4.08,Microcosm Publishing,Paperback,192,2013,2011,,2020/08/16,to-read,to-read (#269),to-read,,,,0,,,0,,,,,
13623832,In the City of Bikes: The Story of the Amsterdam Cyclist,Pete Jordan,"Jordan, Pete",,"=""0061995207""","=""9780061995200""",0,3.75,Harper Perennial,Paperback,448,2013,2012,,2020/08/16,to-read,to-read (#268),to-read,,,,0,,,0,,,,,
13330588,Happy City: Transforming Our Lives Through Urban Design,Charles Montgomery,"Montgomery, Charles",,"=""0385669127""","=""9780385669122""",0,4.35,Doubleday Canada,Hardcover,368,2013,2012,,2020/08/16,to-read,to-read (#267),to-read,,,,0,,,0,,,,,
12044580,Historical Atlas Of The World,Ludwig Konemann,"Konemann, Ludwig",,"=""1407583328""","=""9781407583327""",0,4.44,Parragon,Hardcover,512,2010,2010,,2020/08/16,to-read,to-read (#266),to-read,,,,0,,,0,,,,,
42760763,This Is Not an Atlas: A Global Collection of Counter-Cartographies,Kollektiv Orangotango+,"Orangotango+, Kollektiv",,"=""3837645193""","=""9783837645194""",0,4.50,Transcript,Hardcover,352,2018,,,2020/08/16,to-read,to-read (#265),to-read,,,,0,,,0,,,,,
44557128,The Times Atlas of the World Puzzle Book: Pit your wits against the World’s leading atlas makers,Gareth Moore,"Moore, Gareth",Times Atlases,"=""0008351783""","=""9780008351786""",0,4.60,Times Books,Paperback,224,2019,,,2020/08/16,to-read,to-read (#264),to-read,,,,0,,,0,,,,,
745703,Maps of Time: An Introduction to Big History,David Christian,"Christian, David",,"=""0520244761""","=""9780520244764""",0,4.08,University of California Press,Paperback,664,2004,2004,,2020/08/16,to-read,to-read (#263),to-read,,,,0,,,0,,,,,
