Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
36204285,Origin Story: A Big History of Everything,David Christian,"Christian, David",,"=""0316392006""","=""9780316392006""",0,4.06,"Little, Brown Spark",Hardcover,357,2018,2018,,2020/08/16,to-read,to-read (#262),to-read,,,,0,,,0,,,,,
54641149,Las voladoras,Mónica Ojeda,"Ojeda, Mónica",,"=""""","=""9788483932827""",0,3.98,Páginas de Espuma,Paperback,128,2020,2020,,2020/08/09,to-read,to-read (#261),to-read,,,,0,,,0,,,,,
36614108,Caninos,Mónica Ojeda,"Ojeda, Mónica",,"=""""","=""9789942301505""",0,4.16,Editorial Turbina,Paperback,44,2017,2017,,2020/08/09,to-read,to-read (#260),to-read,,,,0,,,0,,,,,
6385574,"Chosen To Die (Alvarez & Pescoli, #2)",Lisa Jackson,"Jackson, Lisa",,"=""142010277X""","=""9781420102772""",3,4.17,Zebra,Paperback,460,2009,2009,2017/04/16,2017/04/04,,,read,,,,1,,,0,,,,,
52610550,Nuestra piel muerta,Natalia García Freire,"Freire, Natalia García",,"=""8412008936""","=""9788412008937""",5,4.24,La Navaja Suiza ,Paperback,156,2019,,2020/08/07,2019/10/23,,,read,,,,1,,,0,,,,,
80879,Rosa Parks: My Story,Rosa Parks,"Parks, Rosa",James Haskins,"=""0141301201""","=""9780141301204""",5,4.17,Puffin Books,Paperback,188,1999,1948,2020/08/05,2020/07/31,,,read,,,,1,,,0,,,,,
37826561,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",5,4.46,Cornerstone Digital,Kindle Edition,382,2018,2018,2020/07/28,2020/03/31,,,read,,,,1,,,0,,,,,
34505456,El beso y otras fricciones,Alicia Yánez Cossío,"Cossío, Alicia Yánez",,"=""848280531X""","=""""",0,4.42,Editorial Oveja Negra,Paperback,100,1999,1974,,2020/07/27,to-read,to-read (#259),to-read,,,,0,,,0,,,,,
756152,Aprendiendo a morir,Alicia Yánez Cossío,"Cossío, Alicia Yánez",,"=""9978951938""","=""9789978951934""",0,3.55,,Paperback,189,1997,1997,,2020/07/27,to-read,to-read (#258),to-read,,,,0,,,0,,,,,
1926888,Y amarle pude...,Alicia Yánez Cossío,"Cossío, Alicia Yánez",,"=""9978412743""","=""9789978412749""",0,4.21,Editorial Planeta,Paperback,123,2000,2000,,2020/07/27,to-read,to-read (#257),to-read,,,,0,,,0,,,,,
17860581,Sé que vienen a matarme,Alicia Yánez Cossío,"Cossío, Alicia Yánez",,"=""9978230246""","=""9789978230244""",0,3.74,Paradiso Editores,Paperback,299,2008,2001,,2020/07/27,to-read,to-read (#256),to-read,,,,0,,,0,,,,,
30211237,"The Glaciers of Iceland: A Historical, Cultural and Scientific Overview",Helgi Bjornsson,"Bjornsson, Helgi",Julian Meldon D'Arcy,"=""9462392064""","=""9789462392069""",0,0.0,Atlantis Press,Hardcover,621,2016,,,2020/07/23,to-read,to-read (#255),to-read,,,,0,,,0,,,,,
42948918,Invisible Women: Exposing Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""""","=""""",5,4.40,Vintage Digital,Kindle Edition,432,2019,2019,2020/03/08,2019/12/12,,,read,,,,1,,,0,,,,,
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0008172145""","=""9780008172145""",5,4.27,HarperCollins Publishers Ltd,Paperback,385,2018,2017,2020/07/14,2020/04/05,,,read,,,,1,,,0,,,,,
3272165,Bad Science,Ben Goldacre,"Goldacre, Ben",,"=""0007240198""","=""9780007240197""",0,4.06,Fourth Estate,Paperback,338,2008,2008,,2020/07/13,to-read,to-read (#254),to-read,,,,0,,,0,,,,,
13420338,Animal Farm,George Orwell,"Orwell, George",,"=""""","=""""",4,3.96,Penguin Books,Paperback,120,1969,1945,2020/07/06,2018/09/18,,,read,,,,1,,,0,,,,,
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0525620788""","=""9780525620785""",0,3.71,Del Rey,Hardcover,301,2020,2020,,2020/06/13,to-read,to-read (#253),to-read,,,,0,,,0,,,,,
36992441,Talking to My Daughter About the Economy: A Brief History of Capitalism,Yanis Varoufakis,"Varoufakis, Yanis",,"=""""","=""""",0,4.10,Vintage,Paperback,288,2018,2013,,2020/06/13,to-read,to-read (#252),to-read,,,,0,,,0,,,,,
10075181,Marina,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",François Maspero,"=""2221116526""","=""9782221116524""",4,4.06,Robert Laffont,Paperback,303,2011,1999,2019/04/12,2018/01/12,,,read,,,,1,,,0,,,,,
36355177,The Chalk Man,C.J. Tudor,"Tudor, C.J.",,"=""""","=""""",4,3.72,Penguin,Kindle Edition,342,2018,2018,2019/12/12,2018/02/14,,,read,,,,1,,,0,,,,,
25094468,O Assassinato de Roger Ackroyd,Agatha Christie,"Christie, Agatha",Alberto Gomes,"=""989660326X""","=""9789896603267""",4,4.24,ASA,Paperback,240,2014,1926,2020/06/11,2020/05/29,,,read,,,,1,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",0,3.92,Seal Books,Paperback,460,2006,2001,,2020/06/09,to-read,to-read (#251),to-read,,,,0,,,0,,,,,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.26,Penguin Classics,Paperback,1138,2003,1844,,2020/06/09,to-read,to-read (#250),to-read,,,,0,,,0,,,,,
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",0,4.23,Penguin Books,Paperback,304,2019,1982,,2020/06/09,to-read,to-read (#249),to-read,,,,0,,,0,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",0,4.27,Modern Library,Paperback,279,2000,1813,,2020/06/09,to-read,to-read (#248),to-read,,,,0,,,0,,,,,
53121887,Code Name Madeleine: A Sufi Spy in Nazi-Occupied Paris,Arthur J. Magida,"Magida, Arthur J.",,"=""039363518X""","=""9780393635188""",0,3.81,W. W. Norton  Company,Hardcover,336,2020,2020,,2020/06/09,to-read,to-read (#247),to-read,,,,0,,,0,,,,,
8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0679444327""","=""9780679444329""",0,4.39,Random House,Hardcover,622,2010,2010,,2020/06/09,to-read,to-read (#246),to-read,,,,0,,,0,,,,,
25642153,Don Quijote de la Mancha,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",,"=""""","=""9788491050759""",0,3.88,Penguin Clásicos,Paperback,1215,2015,1605,,2020/06/09,to-read,to-read (#245),to-read,,,,0,,,0,,,,,
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0399184414""","=""9780399184413""",0,3.97,Riverhead Books,Hardcover,81,2016,2014,,2020/05/31,to-read,to-read (#244),to-read,,,,0,,,0,,,,,
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",0,3.79,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2020/05/31,to-read,to-read (#243),to-read,,,,0,,,0,,,,,
12121296,"A Line in the Sand: Britain, France and the Struggle that Shaped the Middle East",James   Barr,"Barr, James",,"=""1847374530""","=""9781847374530""",0,4.07,Simon & Schuster UK Ltd.,Hardcover,454,2011,2011,,2020/05/31,to-read,to-read (#242),to-read,,,,0,,,0,,,,,
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,"=""0307719219""","=""9780307719218""",0,4.07,Crown Business,Hardcover,529,2012,2012,,2020/05/31,to-read,to-read (#241),to-read,,,,0,,,0,,,,,
23120225,The Establishment: And How They Get Away with It,Owen   Jones,"Jones, Owen",,"=""1846147190""","=""9781846147197""",0,4.11,Allen Lane,Hardcover,358,2014,2014,,2020/05/31,to-read,to-read (#240),to-read,,,,0,,,0,,,,,
53926,Travesuras de la niña mala,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""9707704667""","=""9789707704664""",0,4.09,Alfaguara,Paperback,384,2006,2006,,2020/05/31,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
45046527,American Dirt,Jeanine Cummins,"Cummins, Jeanine",,"=""""","=""""",0,4.33,Flatiron Books,Hardcover,459,2020,2020,,2020/05/31,to-read,to-read (#238),to-read,,,,0,,,0,,,,,
33294200,The Poet X,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""""","=""""",0,4.39,HarperTeen ,Kindle Edition,368,2018,2018,,2020/05/31,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
38739562,With the Fire on High,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062662856""","=""9780062662859""",0,4.24,Quill Tree Books,ebook,400,2019,2019,,2020/05/31,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
52516332,Clap When You Land,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062882767""","=""9780062882769""",0,4.33,HarperTeen ,Hardcover,432,2020,2020,,2020/05/31,to-read,to-read (#235),to-read,,,,0,,,0,,,,,
25213356,El murmullo de las abejas,Sofía Segovia,"Segovia, Sofía",,"=""""","=""""",0,4.27,Lumen,Kindle Edition,496,2015,2015,,2020/05/31,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
77391,"Anne of Ingleside (Anne of Green Gables, #6)",L.M. Montgomery,"Montgomery, L.M.",,"=""""","=""""",0,4.03,Bantam Books,Paperback,274,1984,1939,,2020/05/31,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
77394,"Anne's House of Dreams (Anne of Green Gables, #5)",L.M. Montgomery,"Montgomery, L.M.",,"=""""","=""""",0,4.14,Bantam Books,Mass Market Paperback,227,1983,1917,,2020/05/31,to-read,to-read (#232),to-read,,,,0,,,0,,,,,
65840,"Anne of Windy Poplars (Anne of Green Gables, #4)",L.M. Montgomery,"Montgomery, L.M.",,"=""0808516965""","=""9780808516965""",0,4.04,Turtleback Books,Hardcover,288,1983,1936,,2020/05/31,to-read,to-read (#231),to-read,,,,0,,,0,,,,,
77392,"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,"Montgomery, L.M.",,"=""0553213172""","=""9780553213171""",0,4.22,Bantam Books,Paperback,243,1983,1915,,2020/05/31,to-read,to-read (#230),to-read,,,,0,,,0,,,,,
77390,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,"Montgomery, L.M.",,"=""0553213148""","=""9780553213140""",0,4.19,Random House Children's Books,Paperback,304,1997,1909,,2020/05/31,to-read,to-read (#229),to-read,,,,0,,,0,,,,,
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",,"=""0451528824""","=""9780451528827""",0,4.26,Signet Book,Paperback,320,2003,1908,,2020/05/31,to-read,to-read (#228),to-read,,,,0,,,0,,,,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",0,3.94,Walker Books,Hardcover,192,2005,1995,,2020/05/31,to-read,to-read (#227),to-read,,,,0,,,0,,,,,
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte","Michael Mason, Sylvère Monod, Barnett Freedman","=""0142437204""","=""9780142437209""",0,4.13,Penguin,Paperback,532,2003,1847,,2020/05/31,to-read,to-read (#226),to-read,,,,0,,,0,,,,,
19089,Middlemarch,George Eliot,"Eliot, George","Michel Faber, Doreen Roberts","=""0451529170""","=""9780451529176""",0,3.98,Signet,Paperback,904,2004,1871,,2020/05/31,to-read,to-read (#225),to-read,,,,0,,,0,,,,,
36709372,The Eight Mountains,Paolo Cognetti,"Cognetti, Paolo","Simon Carnell, Erica Segre","=""1501169890""","=""9781501169892""",0,4.06,Washington Square Press,Paperback,224,2019,2016,,2020/05/30,to-read,to-read (#224),to-read,,,,0,,,0,,,,,
16120348,LET IT GO : The Entrepreneur Turned Ardent Philanthropist,Stephanie Shirley,"Shirley, Stephanie",Richard Askwith,"=""1782342826""","=""9781782342823""",0,4.20,Andrews UK Ltd,Paperback,340,2012,2012,,2020/05/28,to-read,to-read (#223),to-read,,,,0,,,0,,,,,
6176,The Drowned and the Saved,Primo Levi,"Levi, Primo",,"=""0349100470""","=""9780349100470""",0,4.43,Abacus,Paperback,170,1989,1986,,2020/05/28,to-read,to-read (#222),to-read,,,,0,,,0,,,,,
6175,The Reawakening,Primo Levi,"Levi, Primo",Stuart J. Woolf,"=""0684826356""","=""9780684826356""",0,4.29,Simon  Schuster,Paperback,230,1995,1963,,2020/05/28,to-read,to-read (#221),to-read,,,,0,,,0,,,,,
6174,Survival in Auschwitz,Primo Levi,"Levi, Primo","Stuart J. Woolf, Philip Roth","=""0684826801""","=""9780684826806""",0,4.28,Simon  Schuster,Paperback,187,1995,1947,,2020/05/28,to-read,to-read (#220),to-read,,,,0,,,0,,,,,
23011132,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",3,3.81,Arrow,Paperback,300,1994,1929,2020/05/28,2020/05/14,,,read,,,,1,,,0,,,,,
4918899,Women Who Read Are Dangerous,Stefan Bollmann,"Bollmann, Stefan","Karen Joy Fowler, Christine Shuttleworth","=""1858944651""","=""9781858944654""",0,3.89,Merrell Publishers,Hardcover,149,2008,2005,,2020/05/27,to-read,to-read (#219),to-read,,,,0,,,0,,,,,
257649,Sexual Politics,Kate Millett,"Millett, Kate",,"=""0252068890""","=""9780252068898""",0,3.96,University of Illinois Press,Paperback,424,2000,1969,,2020/05/27,to-read,to-read (#218),to-read,,,,0,,,0,,,,,
372268,The Loony-Bin Trip,Kate Millett,"Millett, Kate",,"=""0252068882""","=""9780252068881""",0,3.63,University of Illinois Press,Paperback,320,2000,1990,,2020/05/27,to-read,to-read (#217),to-read,,,,0,,,0,,,,,
43557477,The Jane Austen Society,Natalie Jenner,"Jenner, Natalie",,"=""1250248736""","=""9781250248732""",0,3.77,St. Martin's Press,Hardcover,309,2020,2020,,2020/05/19,to-read,to-read (#216),to-read,,,,0,,,0,,,,,
44767249,She Said: Breaking the Sexual Harassment Story That Helped Ignite a Movement,Jodi Kantor,"Kantor, Jodi",Megan Twohey,"=""0525560343""","=""9780525560340""",0,4.37,Penguin Press,Hardcover,310,2019,2019,,2020/05/13,to-read,to-read (#215),to-read,,,,0,,,0,,,,,
35515640,"Manual de Historia del Ecuador - Épocas aborigen y colonial, independencia",Enrique Ayala Mora,"Mora, Enrique Ayala",,"=""""","=""""",4,3.80,Universidad Andina Simón Bolívar,Paperback,,2008,,2020/05/13,2020/04/28,,,read,,,,1,,,0,,,,,
35068524,Not That Bad: Dispatches from Rape Culture,Roxane Gay,"Gay, Roxane","Aubrey Hirsch, Jill Christman, Claire Schwartz, Lynn Melnick, Brandon  Taylor, Emma Smith-Stevens, A.J. McKenna, Lisa Mecham, Vanessa Mártir, Ally Sheedy, xTx, So Mayer, Nora Salem, Lyz Lenz, Amy Jo Burns, V.L. Seek, Michelle Chen, Gabrielle Union, Liz Rosema, Anthony Frame, Samhita Mukhopadhyay, Miriam Zoila Pérez, Zoë Medeiros, Sharisse Tracey, Stacey May Fowles, Elisabeth Fairfield Stokes, Meredith Talusan, Nicole Boyce, Elissa Bassist","=""0062413503""","=""9780062413505""",0,4.38,Harper Perennial,ebook,368,2018,2018,,2020/05/09,to-read,to-read (#214),to-read,,,,0,,,0,,,,,
357486,Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich,"Alexievich, Svetlana","Keith Gessen, Alma Lapinskienė","=""0312425848""","=""9780312425845""",0,4.41,Picador,Paperback,236,2006,1997,,2020/05/09,to-read,to-read (#213),to-read,,,,0,,,0,,,,,
22463,The Origin of Species,Charles Darwin,"Darwin, Charles",,"=""0785819118""","=""9780785819110""",0,3.98,Castle Books,Hardcover,703,2004,1859,,2020/05/09,to-read,to-read (#212),to-read,,,,0,,,0,,,,,
25953369,Hidden Figures,Margot Lee Shetterly,"Shetterly, Margot Lee",,"=""0062363603""","=""9780062363602""",0,3.93,William Morrow Paperbacks,Paperback,349,2016,2016,,2020/05/09,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
18521,A Room of One's Own,Virginia Woolf,"Woolf, Virginia",,"=""0141183535""","=""9780141183534""",0,4.17,Penguin Books,Paperback,112,2000,1929,,2020/05/09,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",0,4.12,"Little, Brown and Company",Hardcover,327,2013,2012,,2020/05/09,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.16,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2020/05/09,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",0,4.46,Doubleday Canada,Hardcover,289,2016,2016,,2020/05/09,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.18,Bantam Books,Paperback,212,1998,1988,,2020/05/09,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
98594,Einstein's Universe,Nigel Calder,"Calder, Nigel",,"=""0517385708""","=""9780517385708""",0,4.26,"Wings Books (NY/Avenel, NJ)",Hardcover,164,1988,1979,,2020/05/09,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
40130093,Once Upon a River,Diane Setterfield,"Setterfield, Diane",,"=""0743298071""","=""9780743298070""",0,3.96,Atria/Emily Bestler Books,Hardcover,464,2018,2018,,2020/05/09,to-read,to-read (#204),to-read,,,,0,,,0,,,,,
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",0,4.13,Vintage,Paperback,746,1989,1949,,2020/05/09,to-read,to-read (#203),to-read,,,,0,,,0,,,,,
771941,Delirio,Laura Restrepo,"Restrepo, Laura",,"=""9587041453""","=""9789587041453""",0,3.91,Alfaguara,Paperback,342,2004,2004,,2020/05/09,to-read,to-read (#202),to-read,,,,0,,,0,,,,,
54984,"La catedral del mar (La catedral del mar, #1)",Ildefonso Falcones,"Falcones, Ildefonso",,"=""""","=""9788425340031""",0,4.12,Grijalbo,Hardcover,672,2006,2006,,2020/05/09,to-read,to-read (#201),to-read,,,,0,,,0,,,,,
25812847,The Silk Roads: A New History of the World,Peter Frankopan,"Frankopan, Peter",,"=""1408839970""","=""9781408839973""",0,4.12,Bloomsbury,Hardcover,636,2015,2015,,2020/05/02,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
17262382,Maps,Aleksandra Mizielinska,"Mizielinska, Aleksandra",Daniel Mizielinski,"=""0763668966""","=""9780763668969""",0,4.58,Big Picture Press,Hardcover,112,2013,2012,,2020/05/02,to-read,to-read (#199),to-read,,,,0,,,0,,,,,
18222723,"Unruly Places: Lost Spaces, Secret Cities, and Other Inscrutable Geographies",Alastair Bonnett,"Bonnett, Alastair",,"=""054410157X""","=""9780544101579""",0,3.53,Houghton Mifflin Harcourt,Hardcover,270,2014,2014,,2020/05/02,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
15765619,On the Map: A Mind-Expanding Exploration of the Way the World Looks,Simon Garfield,"Garfield, Simon",Dava Sobel,"=""159240779X""","=""9781592407798""",0,3.67,Gotham,Hardcover,464,2012,2012,,2020/05/02,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
10502301,"Maphead: Charting the Wide, Weird World of Geography Wonks",Ken Jennings,"Jennings, Ken",,"=""1439167176""","=""9781439167175""",0,3.86,Scribner,Hardcover,276,2011,2011,,2020/05/02,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.19,Broadway Books,Paperback,544,2004,2003,,2020/05/02,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",Steven Pinker,"=""0062390856""","=""9780062390851""",0,3.91,Dey Street Books,Hardcover,338,2017,2017,,2020/05/02,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
5958783,Why Does E=mc²? (And Why Should We Care?),Brian Cox,"Cox, Brian",Jeffrey R. Forshaw,"=""0306817586""","=""9780306817588""",0,4.03,Da Capo Press,Hardcover,249,2009,2009,,2020/05/02,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
31869108,Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,Angela Saini,"Saini, Angela",,"=""0807071706""","=""9780807071700""",0,4.08,Beacon Press,Hardcover,200,2017,2017,,2020/05/02,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
183645,Voyage of the Beagle,Charles Darwin,"Darwin, Charles","Janet Browne, Michael Neve","=""014043268X""","=""9780140432688""",0,4.03,Penguin Books,Paperback,432,1989,1839,,2020/05/02,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",0,4.16,Random House,Hardcover,372,2018,2018,,2020/05/02,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.17,"Little, Brown and Company",Hardcover,309,2008,2008,,2020/05/02,to-read,to-read (#189),to-read,,,,0,,,0,,,,,
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.12,Simon  Schuster,Hardcover,675,2007,2007,,2020/05/02,to-read,to-read (#188),to-read,,,,0,,,0,,,,,
36086,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson,"Johnson, Steven",,"=""1594489254""","=""9781594489259""",0,3.87,Riverhead Books,Hardcover,299,2006,2006,,2020/05/02,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
24113,"Gödel, Escher, Bach: an Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.28,Basic Books,Paperback,777,1999,1979,,2020/05/02,to-read,to-read (#186),to-read,,,,0,,,0,,,,,
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,4.37,Random House,Mass Market Paperback,384,2002,1980,,2020/05/02,to-read,to-read (#185),to-read,,,,0,,,0,,,,,
83088,"Y de repente, un ángel",Jaime Bayly,"Bayly, Jaime",,"=""840806312X""","=""9788408063124""",0,3.79,Planeta,Paperback,244,2006,2005,,2020/05/02,to-read,to-read (#184),to-read,,,,0,,,0,,,,,
23875,El coronel no tiene quien le escriba,Gabriel García Márquez,"Márquez, Gabriel García",,"=""0307350436""","=""9780307350435""",0,3.77,Plaza & Janés,Paperback,104,2006,1961,,2020/05/02,to-read,to-read (#183),to-read,,,,0,,,0,,,,,
642231,Measuring the World,Daniel Kehlmann,"Kehlmann, Daniel",Carol Brown Janeway,"=""0375424466""","=""9780375424465""",0,3.74,Pantheon,Hardcover,259,2006,2005,,2020/05/02,to-read,to-read (#182),to-read,,,,0,,,0,,,,,
41551710,Brief Answers to the Big Questions,Stephen Hawking,"Hawking, Stephen",,"=""1473695988""","=""9781473695986""",5,4.30,John Murray,Hardcover,232,2018,2018,2020/04/30,2020/03/31,,,read,,,,1,,,0,,,,,
17795910,Resumen de Historia del Ecuador,Enrique Ayala Mora,"Mora, Enrique Ayala",,"=""""","=""9789978844779""",0,3.33,Corporación Editora Nacional,Paperback,167,2008,2008,,2020/04/28,to-read,to-read (#181),to-read,,,,0,,,0,,,,,
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393609391""","=""9780393609394""",4,4.08,W. W. Norton  Company,Hardcover,208,2017,2017,,2017/12/21,,,read,,,,1,,,0,,,,,
30360434,Moonstone: The Boy Who Never Was,Sjón,"Sjón, Sjón",Victoria Cribb,"=""""","=""""",4,3.66,Sceptre,Kindle Edition,159,2016,2013,2020/04/13,2020/04/12,,,read,,,,1,,,0,,,,,
46945,Requiem for a Dream,Hubert Selby Jr.,"Jr., Hubert Selby","Darren Aronofsky, Richard Price","=""1560252480""","=""9781560252481""",0,4.09,Da Capo Press,Trade Paperback,279,1999,1978,,2020/04/25,to-read,to-read (#180),to-read,,,,0,,,0,,,,,
42181106,The Seven Sisters,Lucinda Riley,"Riley, Lucinda",,"=""1529003458""","=""9781529003451""",4,4.18,Pan,Paperback,622,2018,2014,2020/04/24,2019/02/11,,,read,,,,1,,,0,,,,,
13100391,The Call of the Wild and White Fang,Jack London,"London, Jack",Abraham Rothberg,"=""""","=""""",5,4.11,Bantam Pathfinder,Mass Market Paperback,293,1963,2009,2020/04/12,2020/03/31,,,read,,,,1,,,0,,,,,
879255,City of Glass,Paul Auster,"Auster, Paul",Herbert Geisen,"=""3150090784""","=""9783150090787""",4,3.79,Reclam,Paperback,260,2001,1985,2019/11/21,2019/09/29,,,read,,,,1,,,0,,,,,
1199067,Beyond Sleep,Willem Frederik Hermans,"Hermans, Willem Frederik",,"=""1585675830""","=""9781585675838""",0,3.87,Harry N. Abrams,Hardcover,336,2007,1966,,2020/04/13,to-read,to-read (#179),to-read,,,,0,,,0,,,,,
12435362,Gerron,Charles Lewinsky,"Lewinsky, Charles",,"=""3312004780""","=""9783312004782""",0,4.05,Nagel und Kimche Verlag,Hardcover,539,2012,2011,,2018/06/24,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
1528410,Night Train to Lisbon,Pascal Mercier,"Mercier, Pascal",Barbara Harshav,"=""0802118585""","=""9780802118585""",0,3.77,Grove Press,Hardcover,496,2007,2004,,2020/04/13,to-read,to-read (#178),to-read,,,,0,,,0,,,,,
33585392,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""152473313X""","=""9781524733131""",0,4.51,Knopf Publishing Group,Hardcover,63,2017,2017,,2020/04/08,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
20426394,El paciente,Juan Gomez-Jurado,"Gomez-Jurado, Juan",,"=""""","=""""",0,4.11,Ediciones B,Hardcover,496,2014,2014,,2020/04/05,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
45697084,Shadowplay: Behind the Lines and Under Fire: The Inside Story of Europe's Last War,Tim Marshall,"Marshall, Tim",,"=""1783964456""","=""9781783964451""",0,3.88,Elliott & Thompson Ltd,Paperback,320,2019,,,2020/04/05,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
